obf-class	obf-field	obf-signature	cb-field	cb-signature
yr	l	Lyr;	FROZEN_OCEAN	Lnet/minecraft/server/BiomeBase;
yr	m	Lyr;	FROZEN_RIVER	Lnet/minecraft/server/BiomeBase;
yr	n	Lyr;	ICE_PLAINS	Lnet/minecraft/server/BiomeBase;
yr	o	Lyr;	ICE_MOUNTAINS	Lnet/minecraft/server/BiomeBase;
yr	p	Lyr;	MUSHROOM_ISLAND	Lnet/minecraft/server/BiomeBase;
yr	q	Lyr;	MUSHROOM_SHORE	Lnet/minecraft/server/BiomeBase;
yr	r	Lyr;	BEACH	Lnet/minecraft/server/BiomeBase;
yr	s	Lyr;	DESERT_HILLS	Lnet/minecraft/server/BiomeBase;
yr	t	Lyr;	FOREST_HILLS	Lnet/minecraft/server/BiomeBase;
yr	u	Lyr;	TAIGA_HILLS	Lnet/minecraft/server/BiomeBase;
yr	v	Lyr;	SMALL_MOUNTAINS	Lnet/minecraft/server/BiomeBase;
yr	w	Lyr;	JUNGLE	Lnet/minecraft/server/BiomeBase;
yr	x	Lyr;	JUNGLE_HILLS	Lnet/minecraft/server/BiomeBase;
yr	y	Ljava/lang/String;	y	Ljava/lang/String;
yr	z	I	z	I
yr	A	B	A	B
yr	B	B	B	B
yr	C	I	C	I
yr	D	F	D	F
yr	E	F	E	F
yr	F	F	temperature	F
yr	G	F	humidity	F
yr	H	I	H	I
yr	I	Lyv;	I	Lnet/minecraft/server/BiomeDecorator;
yr	J	Ljava/util/List;	J	Ljava/util/List;
yr	K	Ljava/util/List;	K	Ljava/util/List;
yr	L	Ljava/util/List;	L	Ljava/util/List;
yr	M	Ljava/util/List;	M	Ljava/util/List;
yr	S	Z	S	Z
yr	T	Z	T	Z
yr	N	I	id	I
yr	O	Lacb;	O	Lnet/minecraft/server/WorldGenTrees;
yr	P	Laax;	P	Lnet/minecraft/server/WorldGenBigTree;
yr	Q	Laay;	Q	Lnet/minecraft/server/WorldGenForest;
yr	R	Labz;	R	Lnet/minecraft/server/WorldGenSwampTree;
ys	b	Ljava/lang/Class;	b	Ljava/lang/Class;
ys	c	I	c	I
ys	d	I	d	I
yt	a	Lyw;	a	Lnet/minecraft/server/WorldChunkManager;
yt	b	J	b	J
yt	c	Lkc;	c	Lnet/minecraft/server/LongHashMap;
yt	d	Ljava/util/List;	d	Ljava/util/List;
yu	a	[F	a	[F
yu	b	[F	b	[F
yu	c	[Lyr;	c	[Lnet/minecraft/server/BiomeBase;
yu	d	I	d	I
yu	e	I	e	I
yu	f	J	f	J
yu	g	Lyt;	g	Lnet/minecraft/server/BiomeCache;
yv	a	Lxv;	a	Lnet/minecraft/server/World;
yv	b	Ljava/util/Random;	b	Ljava/util/Random;
yv	c	I	c	I
yv	d	I	d	I
yv	e	Lyr;	e	Lnet/minecraft/server/BiomeBase;
yv	f	Labf;	f	Lnet/minecraft/server/WorldGenerator;
yv	g	Labf;	g	Lnet/minecraft/server/WorldGenerator;
yv	h	Labf;	h	Lnet/minecraft/server/WorldGenerator;
yv	i	Labf;	i	Lnet/minecraft/server/WorldGenerator;
yv	j	Labf;	j	Lnet/minecraft/server/WorldGenerator;
yv	k	Labf;	k	Lnet/minecraft/server/WorldGenerator;
yv	l	Labf;	l	Lnet/minecraft/server/WorldGenerator;
yv	m	Labf;	m	Lnet/minecraft/server/WorldGenerator;
yv	n	Labf;	n	Lnet/minecraft/server/WorldGenerator;
yv	o	Labf;	o	Lnet/minecraft/server/WorldGenerator;
yv	p	Labf;	p	Lnet/minecraft/server/WorldGenerator;
yv	q	Labf;	q	Lnet/minecraft/server/WorldGenerator;
yv	r	Labf;	r	Lnet/minecraft/server/WorldGenerator;
yv	s	Labf;	s	Lnet/minecraft/server/WorldGenerator;
yv	t	Labf;	t	Lnet/minecraft/server/WorldGenerator;
yv	u	Labf;	u	Lnet/minecraft/server/WorldGenerator;
yv	v	Labf;	v	Lnet/minecraft/server/WorldGenerator;
yv	w	Labf;	w	Lnet/minecraft/server/WorldGenerator;
yv	x	Labf;	x	Lnet/minecraft/server/WorldGenerator;
yv	y	I	y	I
yv	z	I	z	I
yv	A	I	A	I
yv	B	I	B	I
yv	C	I	C	I
yv	D	I	D	I
yv	E	I	E	I
yv	F	I	F	I
yv	G	I	G	I
yv	H	I	H	I
yv	I	I	I	I
yv	J	I	J	I
yv	K	Z	K	Z
yw	d	Lagp;	d	Lnet/minecraft/server/GenLayer;
yw	e	Lagp;	e	Lnet/minecraft/server/GenLayer;
yw	f	Lyt;	f	Lnet/minecraft/server/BiomeCache;
yw	g	Ljava/util/List;	g	Ljava/util/List;
yy	S	Labf;	S	Lnet/minecraft/server/WorldGenerator;
yz	d	Lyr;	d	Lnet/minecraft/server/BiomeBase;
yz	e	F	e	F
yz	f	F	f	F
zm	L	Labf;	L	Lnet/minecraft/server/WorldGenerator;
zq	a	[B	a	[B
zq	b	I	b	I
zq	c	I	c	I
zs	a	Z	a	Z
zs	r	[Lzt;	sections	[Lnet/minecraft/server/ChunkSection;
zs	s	[B	s	[B
zs	b	[I	b	[I
zs	c	[Z	c	[Z
zs	d	Z	d	Z
zs	e	Lxv;	world	Lnet/minecraft/server/World;
zs	f	[I	heightMap	[I
zs	g	I	x	I
zs	h	I	z	I
zs	t	Z	t	Z
zs	i	Ljava/util/Map;	tileEntities	Ljava/util/Map;
zs	j	[Ljava/util/List;	entitySlices	[Ljava/util/List;
zs	k	Z	done	Z
zs	l	Z	l	Z
zs	m	Z	m	Z
zs	n	J	n	J
zs	o	Z	seenByPlayer	Z
zs	p	I	p	I
zs	u	I	u	I
zs	q	Z	q	Z
zt	a	I	yPos	I
zt	b	I	nonEmptyBlockCount	I
zt	c	I	tickingBlockCount	I
zt	d	[B	blockIds	[B
zt	e	Lzq;	extBlockIds	Lnet/minecraft/server/NibbleArray;
zt	f	Lzq;	blockData	Lnet/minecraft/server/NibbleArray;
zt	g	Lzq;	blockLight	Lnet/minecraft/server/NibbleArray;
zt	h	Lzq;	skyLight	Lnet/minecraft/server/NibbleArray;
zu	a	[B	a	[B
zu	b	I	b	I
zu	c	I	c	I
