obf-class	obf-method	obf-signature	cb-method	cb-signature
hl	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
hl	a	(Laa;DLjava/lang/String;)D	a	(Lnet/minecraft/server/ICommandListener;DLjava/lang/String;)D
hl	a	(Laa;DLjava/lang/String;II)D	a	(Lnet/minecraft/server/ICommandListener;DLjava/lang/String;II)D
hl	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
hl	a	(I)Z	a	(I)Z
hm	hm	()V	net.minecraft.server.CommandWhitelist	()V
hm	c	()Ljava/lang/String;	c	()Ljava/lang/String;
hm	a	()I	a	()I
hm	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
hm	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
hm	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
hn	hn	(Lho;)V	net.minecraft.server.ServerConfigurationManager	(Lnet/minecraft/server/DedicatedServer;)V
hn	a	(Z)V	setHasWhitelist	(Z)V
hn	b	(Ljava/lang/String;)V	addOp	(Ljava/lang/String;)V
hn	c	(Ljava/lang/String;)V	removeOp	(Ljava/lang/String;)V
hn	i	(Ljava/lang/String;)V	removeWhitelist	(Ljava/lang/String;)V
hn	h	(Ljava/lang/String;)V	addWhitelist	(Ljava/lang/String;)V
hn	j	()V	reloadWhitelist	()V
hn	t	()V	t	()V
hn	u	()V	u	()V
hn	v	()V	v	()V
hn	w	()V	w	()V
hn	d	(Ljava/lang/String;)Z	isWhitelisted	(Ljava/lang/String;)Z
hn	s	()Lho;	getServer	()Lnet/minecraft/server/DedicatedServer;
hn	p	()Lnet/minecraft/server/MinecraftServer;	getServer	()Lnet/minecraft/server/MinecraftServer;
ho	ho	(Ljava/io/File;)V	net.minecraft.server.DedicatedServer	(Ljava/io/File;)V
ho	c	()Z	init	()Z
ho	f	()Z	getGenerateStructures	()Z
ho	g	()Lye;	getGamemode	()Lnet/minecraft/server/EnumGamemode;
ho	h	()I	getDifficulty	()I
ho	i	()Z	isHardcore	()Z
ho	a	(La;)V	a	(Lnet/minecraft/server/CrashReport;)V
ho	b	(La;)La;	b	(Lnet/minecraft/server/CrashReport;)Lnet/minecraft/server/CrashReport;
ho	p	()V	p	()V
ho	r	()V	r	()V
ho	s	()Z	getAllowNether	()Z
ho	L	()Z	getSpawnMonsters	()Z
ho	a	(Lle;)V	a	(Lnet/minecraft/server/MojangStatisticsGenerator;)V
ho	R	()Z	getSnooperEnabled	()Z
ho	a	(Ljava/lang/String;Laa;)V	issueCommand	(Ljava/lang/String;Lnet/minecraft/server/ICommandListener;)V
ho	al	()V	al	()V
ho	T	()Z	T	()Z
ho	am	()Lhn;	am	()Lnet/minecraft/server/ServerConfigurationManager;
ho	ae	()Liw;	ae	()Lnet/minecraft/server/ServerConnection;
ho	a	(Ljava/lang/String;I)I	a	(Ljava/lang/String;I)I
ho	a	(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;	a	(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;
ho	a	(Ljava/lang/String;Z)Z	a	(Ljava/lang/String;Z)Z
ho	a	(Ljava/lang/String;Ljava/lang/Object;)V	a	(Ljava/lang/String;Ljava/lang/Object;)V
ho	a	()V	a	()V
ho	b_	()Ljava/lang/String;	b_	()Ljava/lang/String;
ho	an	()V	an	()V
ho	ag	()Z	ag	()Z
ho	a	(Lye;Z)Ljava/lang/String;	a	(Lnet/minecraft/server/EnumGamemode;Z)Ljava/lang/String;
ho	Z	()Z	getEnableCommandBlock	()Z
ho	ak	()I	getSpawnProtection	()I
ho	ad	()Lgm;	getServerConfigurationManager	()Lnet/minecraft/server/ServerConfigurationManagerAbstract;
hp	hp	(Lho;)V	net.minecraft.server.ThreadSleepForever	(Lnet/minecraft/server/DedicatedServer;)V
hp	run	()V	run	()V
hq	hq	(Lho;)V	net.minecraft.server.ThreadCommandReader	(Lnet/minecraft/server/DedicatedServer;)V
hq	run	()V	run	()V
hr	hr	(Lho;)V	net.minecraft.server.CrashReportModded	(Lnet/minecraft/server/DedicatedServer;)V
hr	a	()Ljava/lang/String;	a	()Ljava/lang/String;
hr	call	()Ljava/lang/Object;	call	()Ljava/lang/Object;
hs	hs	(Lho;)V	net.minecraft.server.CrashReportType	(Lnet/minecraft/server/DedicatedServer;)V
hs	a	()Ljava/lang/String;	a	()Ljava/lang/String;
hs	call	()Ljava/lang/Object;	call	()Ljava/lang/Object;
ht	ht	(Lnet/minecraft/server/MinecraftServer;Ljava/net/InetAddress;I)V	net.minecraft.server.DedicatedServerConnection	(Lnet/minecraft/server/MinecraftServer;Ljava/net/InetAddress;I)V
ht	a	()V	a	()V
ht	b	()V	b	()V
ht	c	()Lho;	c	()Lnet/minecraft/server/DedicatedServer;
ht	a	(Ljava/net/InetAddress;)V	a	(Ljava/net/InetAddress;)V
ht	d	()Lnet/minecraft/server/MinecraftServer;	d	()Lnet/minecraft/server/MinecraftServer;
hu	hu	(Liw;Ljava/net/InetAddress;I)V	net.minecraft.server.DedicatedServerConnectionThread	(Lnet/minecraft/server/ServerConnection;Ljava/net/InetAddress;I)V
hu	a	()V	a	()V
hu	run	()V	run	()V
hu	a	(Lit;)V	a	(Lnet/minecraft/server/NetLoginHandler;)V
hu	b	(Ljava/net/InetAddress;)Z	b	(Ljava/net/InetAddress;)Z
hu	a	(Ljava/net/InetAddress;)V	a	(Ljava/net/InetAddress;)V
hu	b	()V	b	()V
hu	{}	()V	{}	()V
hv	a	(Lho;)V	a	(Lnet/minecraft/server/DedicatedServer;)V
hv	hv	(Lho;)V	net.minecraft.server.ServerGUI	(Lnet/minecraft/server/DedicatedServer;)V
hv	b	()Ljavax/swing/JComponent;	b	()Ljavax/swing/JComponent;
hv	c	()Ljavax/swing/JComponent;	c	()Ljavax/swing/JComponent;
hv	d	()Ljavax/swing/JComponent;	d	()Ljavax/swing/JComponent;
hv	a	(Lhv;)Lho;	a	(Lnet/minecraft/server/ServerGUI;)Lnet/minecraft/server/DedicatedServer;
hv	{}	()V	{}	()V
hw	hw	(Lho;)V	net.minecraft.server.ServerWindowAdapter	(Lnet/minecraft/server/DedicatedServer;)V
hw	windowClosing	(Ljava/awt/event/WindowEvent;)V	windowClosing	(Ljava/awt/event/WindowEvent;)V
hx	hx	(Lhv;Ljavax/swing/JTextField;)V	net.minecraft.server.ServerGuiCommandListener	(Lnet/minecraft/server/ServerGUI;Ljavax/swing/JTextField;)V
hx	actionPerformed	(Ljava/awt/event/ActionEvent;)V	actionPerformed	(Ljava/awt/event/ActionEvent;)V
hy	hy	(Lhv;)V	net.minecraft.server.ServerGuiFocusAdapter	(Lnet/minecraft/server/ServerGUI;)V
hy	focusGained	(Ljava/awt/event/FocusEvent;)V	focusGained	(Ljava/awt/event/FocusEvent;)V
hz	hz	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.PlayerListBox	(Lnet/minecraft/server/MinecraftServer;)V
hz	a	()V	a	()V
i	i	(La;)V	net.minecraft.server.CrashReportSuspiciousClasses	(Lnet/minecraft/server/CrashReport;)V
i	a	()Ljava/lang/String;	a	()Ljava/lang/String;
i	call	()Ljava/lang/Object;	call	()Ljava/lang/Object;
ia	ia	(Lnet/minecraft/server/MinecraftServer;)V	net.minecraft.server.GuiStatsComponent	(Lnet/minecraft/server/MinecraftServer;)V
ia	a	()V	a	()V
ia	a	([J)D	a	([J)D
ia	paint	(Ljava/awt/Graphics;)V	paint	(Ljava/awt/Graphics;)V
ia	a	(Lia;)V	a	(Lnet/minecraft/server/GuiStatsComponent;)V
ia	{}	()V	{}	()V
ib	ib	(Lia;)V	net.minecraft.server.GuiStatsListener	(Lnet/minecraft/server/GuiStatsComponent;)V
ib	actionPerformed	(Ljava/awt/event/ActionEvent;)V	actionPerformed	(Ljava/awt/event/ActionEvent;)V
ic	ic	(Ljavax/swing/JTextArea;)V	net.minecraft.server.GuiLogOutputHandler	(Ljavax/swing/JTextArea;)V
ic	close	()V	close	()V
ic	flush	()V	flush	()V
ic	publish	(Ljava/util/logging/LogRecord;)V	publish	(Ljava/util/logging/LogRecord;)V
id	id	(Lic;)V	net.minecraft.server.GuiLogFormatter	(Lnet/minecraft/server/GuiLogOutputHandler;)V
id	format	(Ljava/util/logging/LogRecord;)Ljava/lang/String;	format	(Ljava/util/logging/LogRecord;)Ljava/lang/String;
if	if	(Lnet/minecraft/server/MinecraftServer;Laia;Ljava/lang/String;ILkh;)V	net.minecraft.server.DemoWorldServer	(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/server/IDataManager;Ljava/lang/String;ILnet/minecraft/server/MethodProfiler;)V
if	{}	()V	{}	()V
ig	ig	(Lxv;)V	net.minecraft.server.DemoItemInWorldManager	(Lnet/minecraft/server/World;)V
ig	a	()V	a	()V
ig	e	()V	e	()V
ig	a	(IIII)V	dig	(IIII)V
ig	a	(III)V	a	(III)V
ig	b	(III)Z	breakBlock	(III)Z
ig	a	(Lqx;Lxv;Lum;)Z	useItem	(Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;Lnet/minecraft/server/ItemStack;)Z
ig	a	(Lqx;Lxv;Lum;IIIIFFF)Z	interact	(Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;Lnet/minecraft/server/ItemStack;IIIIFFF)Z
ih	ih	(Lnet/minecraft/server/MinecraftServer;Laia;Ljava/lang/String;ILyd;Lin;Lkh;)V	net.minecraft.server.SecondaryWorldServer	(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/server/IDataManager;Ljava/lang/String;ILnet/minecraft/server/WorldSettings;Lnet/minecraft/server/WorldServer;Lnet/minecraft/server/MethodProfiler;)V
ih	a	()V	a	()V
ii	ii	(Lin;)V	net.minecraft.server.EntityTracker	(Lnet/minecraft/server/WorldServer;)V
ii	a	(Llq;)V	track	(Lnet/minecraft/server/Entity;)V
ii	a	(Llq;II)V	addEntity	(Lnet/minecraft/server/Entity;II)V
ii	a	(Llq;IIZ)V	addEntity	(Lnet/minecraft/server/Entity;IIZ)V
ii	b	(Llq;)V	untrackEntity	(Lnet/minecraft/server/Entity;)V
ii	a	()V	updatePlayers	()V
ii	a	(Llq;Leg;)V	a	(Lnet/minecraft/server/Entity;Lnet/minecraft/server/Packet;)V
ii	b	(Llq;Leg;)V	sendPacketToEntity	(Lnet/minecraft/server/Entity;Lnet/minecraft/server/Packet;)V
ii	a	(Liq;)V	untrackPlayer	(Lnet/minecraft/server/EntityPlayer;)V
ii	a	(Liq;Lzs;)V	a	(Lnet/minecraft/server/EntityPlayer;Lnet/minecraft/server/Chunk;)V
ij	ij	(Lnet/minecraft/server/MinecraftServer;Lin;)V	net.minecraft.server.WorldManager	(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/server/WorldServer;)V
ij	a	(Ljava/lang/String;DDDDDD)V	a	(Ljava/lang/String;DDDDDD)V
ij	a	(Llq;)V	a	(Lnet/minecraft/server/Entity;)V
ij	b	(Llq;)V	b	(Lnet/minecraft/server/Entity;)V
ij	a	(Ljava/lang/String;DDDFF)V	a	(Ljava/lang/String;DDDFF)V
ij	a	(Lqx;Ljava/lang/String;DDDFF)V	a	(Lnet/minecraft/server/EntityHuman;Ljava/lang/String;DDDFF)V
ij	a	(IIIIII)V	a	(IIIIII)V
ij	a	(III)V	a	(III)V
ij	b	(III)V	b	(III)V
ij	a	(Ljava/lang/String;III)V	a	(Ljava/lang/String;III)V
ij	a	(Lqx;IIIII)V	a	(Lnet/minecraft/server/EntityHuman;IIIII)V
ij	a	(IIIII)V	a	(IIIII)V
ij	b	(IIIII)V	b	(IIIII)V
ik	ik	(Lin;I)V	net.minecraft.server.PlayerManager	(Lnet/minecraft/server/WorldServer;I)V
ik	a	()Lin;	a	()Lnet/minecraft/server/WorldServer;
ik	b	()V	flush	()V
ik	a	(IIZ)Lil;	a	(IIZ)Lnet/minecraft/server/PlayerInstance;
ik	a	(III)V	flagDirty	(III)V
ik	a	(Liq;)V	addPlayer	(Lnet/minecraft/server/EntityPlayer;)V
ik	b	(Liq;)V	b	(Lnet/minecraft/server/EntityPlayer;)V
ik	c	(Liq;)V	removePlayer	(Lnet/minecraft/server/EntityPlayer;)V
ik	a	(IIIII)Z	a	(IIIII)Z
ik	d	(Liq;)V	movePlayer	(Lnet/minecraft/server/EntityPlayer;)V
ik	a	(Liq;II)Z	a	(Lnet/minecraft/server/EntityPlayer;II)Z
ik	a	(I)I	getFurthestViewableBlock	(I)I
ik	a	(Lik;)Lin;	a	(Lnet/minecraft/server/PlayerManager;)Lnet/minecraft/server/WorldServer;
ik	b	(Lik;)Lkc;	b	(Lnet/minecraft/server/PlayerManager;)Lnet/minecraft/server/LongHashMap;
ik	c	(Lik;)Ljava/util/List;	c	(Lnet/minecraft/server/PlayerManager;)Ljava/util/List;
il	il	(Lik;II)V	net.minecraft.server.PlayerInstance	(Lnet/minecraft/server/PlayerManager;II)V
il	a	(Liq;)V	a	(Lnet/minecraft/server/EntityPlayer;)V
il	b	(Liq;)V	b	(Lnet/minecraft/server/EntityPlayer;)V
il	a	(III)V	a	(III)V
il	a	(Leg;)V	sendAll	(Lnet/minecraft/server/Packet;)V
il	a	()V	a	()V
il	a	(Lanq;)V	sendTileEntity	(Lnet/minecraft/server/TileEntity;)V
il	a	(Lil;)Lxo;	a	(Lnet/minecraft/server/PlayerInstance;)Lnet/minecraft/server/ChunkCoordIntPair;
il	b	(Lil;)Ljava/util/List;	b	(Lnet/minecraft/server/PlayerInstance;)Ljava/util/List;
im	im	(Lin;Lzx;Lzp;)V	net.minecraft.server.ChunkProviderServer	(Lnet/minecraft/server/WorldServer;Lnet/minecraft/server/IChunkLoader;Lnet/minecraft/server/IChunkProvider;)V
im	a	(II)Z	isChunkLoaded	(II)Z
im	b	(II)V	queueUnload	(II)V
im	a	()V	a	()V
im	c	(II)Lzs;	getChunkAt	(II)Lnet/minecraft/server/Chunk;
im	d	(II)Lzs;	getOrCreateChunk	(II)Lnet/minecraft/server/Chunk;
im	f	(II)Lzs;	loadChunk	(II)Lnet/minecraft/server/Chunk;
im	a	(Lzs;)V	saveChunkNOP	(Lnet/minecraft/server/Chunk;)V
im	b	(Lzs;)V	saveChunk	(Lnet/minecraft/server/Chunk;)V
im	a	(Lzp;II)V	getChunkAt	(Lnet/minecraft/server/IChunkProvider;II)V
im	a	(ZLkj;)Z	saveChunks	(ZLnet/minecraft/server/IProgressUpdate;)Z
im	b	()Z	unloadChunks	()Z
im	c	()Z	canSave	()Z
im	d	()Ljava/lang/String;	getName	()Ljava/lang/String;
im	a	(Lme;III)Ljava/util/List;	getMobsFor	(Lnet/minecraft/server/EnumCreatureType;III)Ljava/util/List;
im	a	(Lxv;Ljava/lang/String;III)Lyo;	findNearestMapFeature	(Lnet/minecraft/server/World;Ljava/lang/String;III)Lnet/minecraft/server/ChunkPosition;
im	e	()I	getLoadedChunks	()I
im	e	(II)V	recreateStructures	(II)V
in	in	(Lnet/minecraft/server/MinecraftServer;Laia;Ljava/lang/String;ILyd;Lkh;)V	net.minecraft.server.WorldServer	(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/server/IDataManager;Ljava/lang/String;ILnet/minecraft/server/WorldSettings;Lnet/minecraft/server/MethodProfiler;)V
in	b	()V	doTick	()V
in	a	(Lme;III)Lys;	a	(Lnet/minecraft/server/EnumCreatureType;III)Lnet/minecraft/server/BiomeMeta;
in	c	()V	everyoneSleeping	()V
in	d	()V	d	()V
in	U	()V	U	()V
in	e	()Z	everyoneDeeplySleeping	()Z
in	g	()V	g	()V
in	a	(IIIII)V	a	(IIIII)V
in	a	(IIIIII)V	a	(IIIIII)V
in	b	(IIIII)V	b	(IIIII)V
in	h	()V	tickEntities	()V
in	i	()V	i	()V
in	a	(Z)Z	a	(Z)Z
in	a	(Lzs;Z)Ljava/util/List;	a	(Lnet/minecraft/server/Chunk;Z)Ljava/util/List;
in	a	(Llq;Z)V	entityJoinedWorld	(Lnet/minecraft/server/Entity;Z)V
in	b	(Llq;Z)V	vehicleEnteredWorld	(Lnet/minecraft/server/Entity;Z)V
in	j	()Lzp;	j	()Lnet/minecraft/server/IChunkProvider;
in	b	(IIIIII)Ljava/util/List;	getTileEntities	(IIIIII)Ljava/util/List;
in	a	(Lqx;III)Z	a	(Lnet/minecraft/server/EntityHuman;III)Z
in	a	(Lyd;)V	a	(Lnet/minecraft/server/WorldSettings;)V
in	b	(Lyd;)V	b	(Lnet/minecraft/server/WorldSettings;)V
in	k	()V	k	()V
in	l	()Ls;	getDimensionSpawn	()Lnet/minecraft/server/ChunkCoordinates;
in	a	(ZLkj;)V	save	(ZLnet/minecraft/server/IProgressUpdate;)V
in	a	()V	a	()V
in	a	(Llq;)V	a	(Lnet/minecraft/server/Entity;)V
in	b	(Llq;)V	b	(Lnet/minecraft/server/Entity;)V
in	a	(I)Llq;	getEntity	(I)Lnet/minecraft/server/Entity;
in	c	(Llq;)Z	strikeLightning	(Lnet/minecraft/server/Entity;)Z
in	a	(Llq;B)V	broadcastEntityEffect	(Lnet/minecraft/server/Entity;B)V
in	a	(Llq;DDDFZZ)Lxq;	createExplosion	(Lnet/minecraft/server/Entity;DDDFZZ)Lnet/minecraft/server/Explosion;
in	c	(IIIIII)V	playNote	(IIIIII)V
in	V	()V	V	()V
in	a	(Lyn;)Z	a	(Lnet/minecraft/server/NoteBlockData;)Z
in	m	()V	saveLevel	()V
in	n	()V	n	()V
in	o	()Lnet/minecraft/server/MinecraftServer;	getMinecraftServer	()Lnet/minecraft/server/MinecraftServer;
in	p	()Lii;	getTracker	()Lnet/minecraft/server/EntityTracker;
in	r	()Lik;	getPlayerManager	()Lnet/minecraft/server/PlayerManager;
in	s	()Lyj;	s	()Lnet/minecraft/server/PortalTravelAgent;
in	{}	()V	{}	()V
ip	ip	()V	net.minecraft.server.NoteDataList	()V
ip	ip	(Lio;)V	net.minecraft.server.NoteDataList	(Lnet/minecraft/server/EmptyClass2;)V
iq	iq	(Lnet/minecraft/server/MinecraftServer;Lxv;Ljava/lang/String;Lir;)V	net.minecraft.server.EntityPlayer	(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/server/World;Ljava/lang/String;Lnet/minecraft/server/ItemInWorldManager;)V
iq	a	(Lbq;)V	a	(Lnet/minecraft/server/NBTTagCompound;)V
iq	b	(Lbq;)V	b	(Lnet/minecraft/server/NBTTagCompound;)V
iq	a	(I)V	levelDown	(I)V
iq	d_	()V	syncInventory	()V
iq	e_	()V	e_	()V
iq	e	()F	getHeadHeight	()F
iq	j_	()V	j_	()V
iq	g	()V	g	()V
iq	a	(Llh;)V	die	(Lnet/minecraft/server/DamageSource;)V
iq	a	(Llh;I)Z	damageEntity	(Lnet/minecraft/server/DamageSource;I)Z
iq	h	()Z	h	()Z
iq	b	(I)V	b	(I)V
iq	b	(Lanq;)V	b	(Lnet/minecraft/server/TileEntity;)V
iq	a	(Llq;I)V	receive	(Lnet/minecraft/server/Entity;I)V
iq	a	(III)Lqy;	a	(III)Lnet/minecraft/server/EnumBedResult;
iq	a	(ZZZ)V	a	(ZZZ)V
iq	a	(Llq;)V	mount	(Lnet/minecraft/server/Entity;)V
iq	a	(DZ)V	a	(DZ)V
iq	b	(DZ)V	b	(DZ)V
iq	ch	()V	nextContainerCounter	()V
iq	b	(III)V	startCrafting	(III)V
iq	c	(III)V	startEnchanting	(III)V
iq	d	(III)V	openAnvil	(III)V
iq	a	(Lla;)V	openContainer	(Lnet/minecraft/server/IInventory;)V
iq	a	(Lank;)V	openFurnace	(Lnet/minecraft/server/TileEntityFurnace;)V
iq	a	(Lanh;)V	openDispenser	(Lnet/minecraft/server/TileEntityDispenser;)V
iq	a	(Lane;)V	openBrewingStand	(Lnet/minecraft/server/TileEntityBrewingStand;)V
iq	a	(Land;)V	openBeacon	(Lnet/minecraft/server/TileEntityBeacon;)V
iq	a	(Lxl;)V	openTrade	(Lnet/minecraft/server/IMerchant;)V
iq	a	(Lrp;ILum;)V	a	(Lnet/minecraft/server/Container;ILnet/minecraft/server/ItemStack;)V
iq	a	(Lrp;)V	updateInventory	(Lnet/minecraft/server/Container;)V
iq	a	(Lrp;Ljava/util/List;)V	a	(Lnet/minecraft/server/Container;Ljava/util/List;)V
iq	a	(Lrp;II)V	setContainerData	(Lnet/minecraft/server/Container;II)V
iq	i	()V	closeInventory	()V
iq	j	()V	broadcastCarriedItem	()V
iq	k	()V	k	()V
iq	a	(Ljl;I)V	a	(Lnet/minecraft/server/Statistic;I)V
iq	l	()V	l	()V
iq	m	()V	m	()V
iq	b	(Ljava/lang/String;)V	b	(Ljava/lang/String;)V
iq	n	()V	n	()V
iq	a	(Lum;I)V	a	(Lnet/minecraft/server/ItemStack;I)V
iq	a	(Lqx;Z)V	copyTo	(Lnet/minecraft/server/EntityHuman;Z)V
iq	a	(Llm;)V	a	(Lnet/minecraft/server/MobEffect;)V
iq	b	(Llm;)V	b	(Lnet/minecraft/server/MobEffect;)V
iq	c	(Llm;)V	c	(Lnet/minecraft/server/MobEffect;)V
iq	a	(DDD)V	enderTeleportTo	(DDD)V
iq	b	(Llq;)V	b	(Lnet/minecraft/server/Entity;)V
iq	c	(Llq;)V	c	(Lnet/minecraft/server/Entity;)V
iq	o	()V	updateAbilities	()V
iq	p	()Lin;	p	()Lnet/minecraft/server/WorldServer;
iq	a	(Lye;)V	a	(Lnet/minecraft/server/EnumGamemode;)V
iq	a	(Ljava/lang/String;)V	sendMessage	(Ljava/lang/String;)V
iq	a	(ILjava/lang/String;)Z	a	(ILjava/lang/String;)Z
iq	q	()Ljava/lang/String;	q	()Ljava/lang/String;
iq	a	(Lcy;)V	a	(Lnet/minecraft/server/Packet204LocaleAndViewDistance;)V
iq	s	()Lbn;	getLocale	()Lnet/minecraft/server/LocaleLanguage;
iq	u	()I	getChatFlags	()I
iq	a	(Ljava/lang/String;I)V	a	(Ljava/lang/String;I)V
iq	b	()Ls;	b	()Lnet/minecraft/server/ChunkCoordinates;
ir	ir	(Lxv;)V	net.minecraft.server.ItemInWorldManager	(Lnet/minecraft/server/World;)V
ir	a	(Lye;)V	setGameMode	(Lnet/minecraft/server/EnumGamemode;)V
ir	b	()Lye;	getGameMode	()Lnet/minecraft/server/EnumGamemode;
ir	d	()Z	isCreative	()Z
ir	b	(Lye;)V	b	(Lnet/minecraft/server/EnumGamemode;)V
ir	a	()V	a	()V
ir	a	(IIII)V	dig	(IIII)V
ir	a	(III)V	a	(III)V
ir	c	(III)V	c	(III)V
ir	d	(III)Z	d	(III)Z
ir	b	(III)Z	breakBlock	(III)Z
ir	a	(Lqx;Lxv;Lum;)Z	useItem	(Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;Lnet/minecraft/server/ItemStack;)Z
ir	a	(Lqx;Lxv;Lum;IIIIFFF)Z	interact	(Lnet/minecraft/server/EntityHuman;Lnet/minecraft/server/World;Lnet/minecraft/server/ItemStack;IIIIFFF)Z
ir	a	(Lin;)V	a	(Lnet/minecraft/server/WorldServer;)V
is	is	(Llq;IIZ)V	net.minecraft.server.EntityTrackerEntry	(Lnet/minecraft/server/Entity;IIZ)V
is	equals	(Ljava/lang/Object;)Z	equals	(Ljava/lang/Object;)Z
is	hashCode	()I	hashCode	()I
is	a	(Ljava/util/List;)V	track	(Ljava/util/List;)V
is	a	(Leg;)V	broadcast	(Lnet/minecraft/server/Packet;)V
is	b	(Leg;)V	broadcastIncludingSelf	(Lnet/minecraft/server/Packet;)V
is	a	()V	a	()V
is	a	(Liq;)V	a	(Lnet/minecraft/server/EntityPlayer;)V
is	b	(Liq;)V	updatePlayer	(Lnet/minecraft/server/EntityPlayer;)V
is	d	(Liq;)Z	d	(Lnet/minecraft/server/EntityPlayer;)Z
is	b	(Ljava/util/List;)V	scanPlayers	(Ljava/util/List;)V
is	b	()Leg;	b	()Lnet/minecraft/server/Packet;
is	c	(Liq;)V	clear	(Lnet/minecraft/server/EntityPlayer;)V
it	it	(Lnet/minecraft/server/MinecraftServer;Ljava/net/Socket;Ljava/lang/String;)V	net.minecraft.server.NetLoginHandler	(Lnet/minecraft/server/MinecraftServer;Ljava/net/Socket;Ljava/lang/String;)V
it	c	()V	c	()V
it	a	(Ljava/lang/String;)V	disconnect	(Ljava/lang/String;)V
it	a	(Lcz;)V	a	(Lnet/minecraft/server/Packet2Handshake;)V
it	a	(Lfc;)V	a	(Lnet/minecraft/server/Packet252KeyResponse;)V
it	a	(Lcx;)V	a	(Lnet/minecraft/server/Packet205ClientCommand;)V
it	a	(Ldx;)V	a	(Lnet/minecraft/server/Packet1Login;)V
it	d	()V	d	()V
it	a	(Ljava/lang/String;[Ljava/lang/Object;)V	a	(Ljava/lang/String;[Ljava/lang/Object;)V
it	a	(Ldp;)V	a	(Lnet/minecraft/server/Packet254GetInfo;)V
it	a	(Leg;)V	onUnhandledPacket	(Lnet/minecraft/server/Packet;)V
it	e	()Ljava/lang/String;	getName	()Ljava/lang/String;
it	a	()Z	a	()Z
it	a	(Lit;)Ljava/lang/String;	a	(Lnet/minecraft/server/NetLoginHandler;)Ljava/lang/String;
it	b	(Lit;)Lnet/minecraft/server/MinecraftServer;	b	(Lnet/minecraft/server/NetLoginHandler;)Lnet/minecraft/server/MinecraftServer;
it	c	(Lit;)Ljavax/crypto/SecretKey;	c	(Lnet/minecraft/server/NetLoginHandler;)Ljavax/crypto/SecretKey;
it	d	(Lit;)Ljava/lang/String;	d	(Lnet/minecraft/server/NetLoginHandler;)Ljava/lang/String;
it	a	(Lit;Z)Z	a	(Lnet/minecraft/server/NetLoginHandler;Z)Z
it	{}	()V	{}	()V
iu	iu	(Lit;)V	net.minecraft.server.ThreadLoginVerifier	(Lnet/minecraft/server/NetLoginHandler;)V
iu	run	()V	run	()V
iv	iv	(Lnet/minecraft/server/MinecraftServer;Lce;Liq;)V	net.minecraft.server.NetServerHandler	(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/server/INetworkManager;Lnet/minecraft/server/EntityPlayer;)V
iv	d	()V	d	()V
iv	c	(Ljava/lang/String;)V	disconnect	(Ljava/lang/String;)V
iv	a	(Lec;)V	a	(Lnet/minecraft/server/Packet10Flying;)V
iv	a	(DDDFF)V	a	(DDDFF)V
iv	a	(Lej;)V	a	(Lnet/minecraft/server/Packet14BlockDig;)V
iv	a	(Lfl;)V	a	(Lnet/minecraft/server/Packet15Place;)V
iv	a	(Ljava/lang/String;[Ljava/lang/Object;)V	a	(Ljava/lang/String;[Ljava/lang/Object;)V
iv	a	(Leg;)V	onUnhandledPacket	(Lnet/minecraft/server/Packet;)V
iv	b	(Leg;)V	sendPacket	(Lnet/minecraft/server/Packet;)V
iv	a	(Les;)V	a	(Lnet/minecraft/server/Packet16BlockItemSwitch;)V
iv	a	(Lcv;)V	a	(Lnet/minecraft/server/Packet3Chat;)V
iv	d	(Ljava/lang/String;)V	handleCommand	(Ljava/lang/String;)V
iv	a	(Lcs;)V	a	(Lnet/minecraft/server/Packet18ArmAnimation;)V
iv	a	(Lek;)V	a	(Lnet/minecraft/server/Packet19EntityAction;)V
iv	a	(Ldk;)V	a	(Lnet/minecraft/server/Packet255KickDisconnect;)V
iv	e	()I	lowPriorityCount	()I
iv	a	(Ldq;)V	a	(Lnet/minecraft/server/Packet7UseEntity;)V
iv	a	(Lcx;)V	a	(Lnet/minecraft/server/Packet205ClientCommand;)V
iv	b	()Z	b	()Z
iv	a	(Lep;)V	a	(Lnet/minecraft/server/Packet9Respawn;)V
